"lengthFeet","speedLimit","numLanes","dividedTraffic","trafficLights","stopSigns","pedCrossings","dayOfWeek","holiday","timeOfDayMinutes","cloudWeather","cloudTraffic","cloudEvent","localWeather","localTraffic","localEvent","actualTravelTimeSeconds"
2700,15,1,1,0,2,1,3,0,593,1,1,0,1,1,0,274
2700,15,2,0,3,2,0,6,0,864,1,0,0,1,0,0,281
3000,25,1,1,0,0,1,5,0,893,0,2,0,0,2,0,133
2100,35,3,0,1,1,1,6,0,974,1,2,0,2,2,0,102
2100,55,2,1,0,2,6,2,0,333,0,0,0,0,0,0,46
1200,55,1,0,0,2,0,2,0,651,0,2,0,0,2,0,32
600,45,2,1,1,1,0,2,0,994,1,3,0,1,3,0,23
3000,45,4,1,2,1,1,5,0,460,1,2,0,2,1,0,101
900,25,6,0,0,1,1,4,0,460,1,4,0,1,4,0,57
2700,55,2,1,0,0,0,0,0,711,0,1,0,0,1,0,33
900,45,1,1,1,2,1,4,0,978,1,1,0,1,1,0,30
2400,35,1,0,8,0,5,5,0,901,4,1,0,4,1,0,205
600,15,2,1,0,2,2,4,0,545,2,3,0,2,3,0,91
1200,25,3,0,0,0,0,0,0,863,2,2,0,2,2,0,77
2400,55,3,1,6,1,1,6,0,-207,1,0,0,1,0,0,69
300,15,1,1,1,0,0,4,0,972,0,3,0,0,3,0,27
600,55,2,0,1,1,1,1,0,548,0,2,0,0,2,0,14
2100,25,4,1,1,0,4,1,0,523,1,2,0,0,1,0,88
1200,15,2,0,1,0,3,1,0,419,1,4,0,1,4,0,170
300,35,2,1,0,1,0,2,1,459,2,3,0,2,3,0,15
900,15,4,0,1,0,1,0,0,523,0,2,0,0,2,0,54
1800,55,2,0,0,1,0,6,0,656,1,1,0,1,0,0,38
1800,55,2,0,1,0,1,1,0,1042,0,2,0,0,2,0,38
2100,15,2,1,0,1,1,3,0,932,0,0,0,0,1,0,123
1800,35,1,1,1,4,2,5,0,491,0,1,0,0,1,0,84
1500,45,1,0,0,4,1,4,0,1019,0,4,0,0,4,0,80
1500,35,1,0,2,0,1,4,0,573,1,4,0,1,4,0,97
2700,35,4,0,0,0,0,2,0,957,2,3,0,2,3,0,135
300,35,1,0,0,0,0,6,0,633,1,2,0,1,2,0,11
1800,15,3,1,2,2,0,3,0,879,0,1,0,0,1,0,137
1800,45,2,0,0,0,1,5,0,1178,0,2,0,0,2,1,179
1200,25,1,1,2,1,1,6,0,715,1,0,0,1,0,0,64
1200,35,4,1,1,1,0,2,0,1247,0,0,0,0,0,0,31
1800,45,5,0,0,0,0,6,0,851,2,2,0,2,2,0,54
1800,35,2,0,1,2,1,0,0,898,2,3,0,2,3,0,128
2700,15,1,0,0,2,0,1,0,490,0,3,0,0,3,0,330
2400,25,3,1,1,1,2,0,0,843,1,1,0,1,1,0,126
900,25,2,1,3,0,0,5,0,892,1,0,0,1,0,0,43
2700,45,1,1,0,2,1,6,0,533,3,3,0,3,3,0,162
600,25,1,1,0,1,2,6,0,1038,0,4,0,0,4,0,44
300,45,1,1,0,0,1,6,0,939,2,2,0,2,2,0,10
3000,35,1,1,1,1,0,6,0,696,0,0,0,0,0,0,78
900,45,1,0,0,1,1,5,0,876,0,2,0,0,2,0,27
2100,15,2,1,1,1,1,0,0,589,0,1,0,0,1,0,133
1800,45,2,0,0,1,3,0,0,969,0,3,0,0,2,0,59
300,55,2,0,1,0,1,1,0,866,2,1,0,2,1,0,7
2700,25,2,1,1,0,1,2,0,1094,1,4,0,1,4,0,208
1800,45,1,0,1,1,1,6,0,505,2,2,0,2,2,0,86
600,35,2,0,2,0,0,5,0,447,1,3,0,1,3,0,29
900,35,1,1,3,0,2,4,0,596,1,3,0,1,3,0,49
1200,45,3,0,0,0,1,4,0,893,1,0,0,1,0,0,28
900,15,4,1,1,1,1,1,0,1035,0,0,0,0,0,0,56
900,25,1,0,1,0,0,6,0,571,1,0,0,1,0,0,38
900,45,1,0,2,0,1,3,0,418,3,2,0,3,2,0,46
900,45,3,1,1,1,1,4,0,467,2,1,0,2,1,0,31
1500,45,2,1,0,2,2,0,0,1055,0,3,0,0,3,0,52
900,55,1,0,0,1,0,5,0,659,2,3,0,2,3,0,38
1500,15,2,1,0,1,1,6,0,135,1,0,0,1,0,0,122
600,15,1,0,0,0,0,2,0,372,2,0,0,2,0,0,54
2100,55,3,1,0,0,0,3,0,1111,0,0,0,0,0,0,26
3000,55,1,0,1,2,1,0,0,754,1,2,0,1,2,0,109
300,25,2,1,1,0,1,0,0,684,1,2,0,1,2,0,16
300,55,1,0,1,0,1,5,0,981,0,2,0,0,2,0,5
1800,55,2,1,1,5,2,3,0,670,0,1,0,0,1,0,53
900,15,5,0,1,2,2,1,0,1377,3,1,0,3,1,0,128
2400,55,1,0,1,0,0,0,0,1226,0,0,0,0,0,0,32
3000,35,2,0,0,1,0,0,0,182,2,0,0,1,0,0,116
2400,25,1,0,1,1,1,5,0,858,2,1,0,2,1,0,182
2400,25,5,1,1,2,0,0,0,455,0,2,0,0,2,0,104
3000,35,3,0,0,1,0,6,0,865,0,2,0,0,2,0,96
2100,45,3,1,0,2,1,5,0,1088,1,2,0,1,2,0,69
1200,15,1,0,1,0,0,1,0,630,0,3,0,0,3,0,124
2700,35,1,0,0,1,0,2,0,1034,2,2,0,1,2,0,146
1200,15,1,1,0,1,2,5,0,521,0,1,0,0,1,0,83
1500,25,2,1,2,0,0,1,0,949,1,2,0,1,2,0,84
900,15,2,0,2,1,0,4,0,178,0,0,0,0,0,0,58
1200,15,4,0,0,2,1,5,1,995,0,2,0,0,2,0,95
2100,55,1,0,3,2,0,6,0,341,0,0,0,0,0,0,47
1500,55,4,0,0,0,0,1,0,586,1,0,0,1,0,0,27
900,15,1,1,1,2,1,2,0,1092,2,3,0,2,3,0,146
300,15,2,1,1,0,1,0,0,877,0,1,0,0,1,0,14
3000,55,3,1,0,1,1,3,0,987,0,4,0,0,4,0,85
2100,15,1,0,1,2,1,1,0,471,1,0,0,1,0,0,205
2100,55,1,0,1,1,1,4,0,940,0,3,0,0,3,0,67
300,45,1,1,0,1,0,2,0,1025,0,1,0,0,1,0,5
2700,35,1,1,1,0,2,2,0,920,2,1,0,2,0,0,114
1500,45,2,1,0,0,0,4,0,1111,0,2,0,0,3,0,35
2700,15,2,1,2,0,0,3,0,388,0,0,0,0,0,0,146
1800,55,2,1,1,0,1,1,0,1099,2,2,0,2,3,0,60
600,35,2,1,1,0,0,1,0,740,1,0,0,1,0,0,17
600,35,5,0,2,0,0,1,0,444,1,1,0,1,1,0,18
2700,45,2,0,1,1,1,1,0,1157,0,2,0,1,2,0,90
2400,45,2,1,1,0,1,2,0,611,0,0,0,0,0,0,41
300,25,1,1,1,0,1,4,0,504,0,2,0,0,2,0,14
1800,45,1,0,0,1,0,5,0,935,0,0,0,0,0,0,34
900,15,2,1,1,0,1,3,0,1033,1,4,0,1,4,0,114
2100,35,1,1,1,1,2,4,0,378,2,0,0,2,0,0,98
3000,25,3,0,2,2,1,2,0,1068,1,3,0,1,3,0,247
300,55,2,1,1,0,1,2,0,797,2,1,0,2,1,0,6
1800,45,1,0,0,0,1,6,0,889,2,3,0,2,3,0,88
2700,45,1,0,0,2,1,6,0,668,1,2,0,1,2,0,114
2100,25,5,1,0,0,1,2,0,453,2,1,0,2,1,0,116
300,25,2,1,1,0,1,2,0,691,0,3,0,0,3,0,15
1800,45,2,0,0,1,0,2,0,447,1,2,0,1,2,0,63
2100,55,2,0,1,3,1,1,0,586,1,0,0,1,0,0,62
2700,25,4,0,1,2,1,5,0,891,1,3,0,1,3,0,201
1800,45,2,0,1,1,1,1,0,777,5,2,0,5,2,0,121
3000,55,4,1,3,0,0,2,0,850,1,3,0,1,3,0,81
2100,55,4,1,1,2,3,2,0,264,0,0,0,0,0,0,45
1200,25,1,1,1,0,0,0,0,402,0,3,0,0,3,0,67
900,15,1,1,0,0,1,6,0,743,1,0,0,1,0,0,62
3000,25,2,0,2,0,0,5,0,368,2,0,0,2,0,0,179
1200,15,2,0,1,1,3,1,0,680,2,2,0,2,2,0,167
600,35,5,0,0,2,1,5,0,531,1,3,0,1,3,0,27
900,15,1,0,1,1,1,2,0,1318,2,1,0,2,1,0,112
900,15,2,0,0,1,1,5,0,1022,2,4,0,2,4,0,148
2400,55,1,0,0,1,0,3,0,520,1,3,0,1,3,0,85
2700,35,1,1,1,3,0,1,1,1285,1,1,0,1,1,0,132
2400,55,1,0,1,2,3,1,0,509,0,2,0,0,2,0,74
900,55,2,0,3,0,1,3,0,366,1,0,0,1,0,0,20
900,15,2,1,1,2,0,4,0,899,0,0,0,1,0,0,74
1200,55,2,0,2,1,1,3,0,973,2,3,0,2,4,0,51
2400,15,4,1,2,2,4,3,0,923,0,1,0,0,2,0,207
2100,55,3,0,3,3,0,3,0,669,0,1,0,0,1,0,53
1800,35,2,1,1,4,0,5,0,588,1,1,0,1,1,0,91
2700,45,5,0,1,0,3,2,0,1002,2,3,0,2,3,0,106
2700,55,1,1,1,1,2,3,0,462,2,2,0,2,1,0,94
600,25,1,0,2,0,1,6,0,1156,0,0,0,0,0,0,20
2100,55,1,0,0,2,1,1,0,1040,3,2,0,3,2,0,100
600,35,3,1,0,1,0,4,0,993,1,2,0,1,2,0,21
3000,25,1,1,2,1,0,1,0,788,2,2,0,2,2,0,247
2400,45,3,0,3,0,0,5,0,1005,0,3,0,0,3,0,75
300,15,1,0,0,0,1,6,0,398,2,3,0,2,3,0,42
2700,25,2,0,1,3,0,5,0,839,1,3,0,2,4,0,278
2700,25,2,0,1,0,0,3,0,593,0,1,0,0,1,0,95
300,55,2,0,0,0,0,0,0,454,1,2,0,1,2,0,6
900,35,1,1,0,3,1,5,0,467,1,3,0,1,3,0,56
1800,15,2,0,0,0,0,6,0,537,0,2,0,0,2,0,130
1500,25,4,1,1,0,1,6,0,702,1,0,0,1,0,0,66
600,25,1,1,1,1,1,1,0,880,1,2,0,1,2,0,40
1200,35,1,1,2,1,0,0,0,531,0,4,0,0,4,0,65
2700,15,2,0,0,1,2,4,0,529,1,2,0,2,2,0,330
2400,35,3,0,0,0,1,6,0,613,1,3,0,1,3,0,108
300,25,3,0,0,1,1,0,0,606,1,2,0,1,2,0,17
2100,45,4,1,1,0,2,4,0,1012,3,4,0,3,4,0,108
1200,25,1,1,0,1,0,2,0,512,1,2,0,1,2,0,75
2100,45,2,1,1,1,0,1,0,480,0,4,0,0,4,0,79
600,25,2,1,0,2,0,1,0,567,0,1,0,0,1,0,24
1800,55,2,1,1,0,0,2,0,1160,0,1,0,0,1,0,24
1800,55,2,0,2,2,1,0,0,1138,2,1,0,2,1,0,65
600,45,4,0,0,0,1,5,0,526,0,3,0,0,3,0,14
600,55,2,0,1,1,2,5,0,476,3,1,0,3,1,0,22
1200,35,1,0,1,1,1,6,0,814,1,0,0,1,0,0,43
900,15,2,0,1,0,1,5,0,1052,0,2,0,1,2,0,80
1800,25,2,1,1,1,1,1,0,1063,0,3,0,0,3,0,107
300,55,1,0,1,0,1,4,0,465,0,3,0,0,3,0,7
1800,35,2,0,6,0,4,6,0,690,2,1,0,2,1,0,105
2400,45,2,1,0,0,6,6,0,539,1,3,0,1,3,0,93
1500,45,1,1,0,5,2,3,0,313,2,0,0,2,0,0,73
900,45,3,1,3,0,2,2,0,805,2,1,0,2,2,0,31
2400,25,2,0,1,2,1,0,0,562,0,2,0,0,2,0,146
1200,35,2,1,0,0,0,5,0,1122,0,0,0,0,0,0,23
600,25,1,0,0,1,0,5,0,622,2,1,0,2,1,0,42
1200,35,1,0,2,2,1,6,0,407,2,3,0,2,3,0,91
600,15,3,0,2,0,0,4,0,382,3,0,0,3,0,0,73
1200,15,1,1,0,3,0,2,0,674,1,2,0,1,2,0,153
2100,55,2,1,0,0,1,1,0,938,1,2,0,1,2,0,50
1500,55,1,1,2,0,0,5,0,739,2,2,0,2,2,0,50
2700,45,1,0,1,3,1,6,0,584,1,1,0,1,1,0,112
3000,45,1,1,1,1,2,3,0,739,0,2,0,0,2,0,92
900,55,1,0,2,1,2,3,0,1026,1,2,0,1,2,0,31
2700,25,2,0,0,2,1,1,0,664,1,4,0,1,4,0,252
2700,35,2,1,1,0,0,3,0,506,1,2,0,1,2,0,104
600,45,2,1,2,0,0,0,0,795,0,3,0,0,3,0,18
1200,15,2,1,2,0,4,3,0,1076,1,0,0,1,0,0,102
1800,55,1,0,1,2,0,1,0,579,3,1,0,3,1,0,77
3000,55,1,1,1,0,0,0,0,596,0,0,0,0,0,0,40
300,45,2,1,1,0,1,1,0,393,1,4,0,1,4,0,11
2100,35,1,0,0,0,2,4,0,579,5,1,0,5,1,0,160
3000,35,1,0,0,1,0,2,0,333,1,0,0,1,0,0,102
2700,55,1,1,0,7,2,3,0,985,1,3,0,1,3,0,143
600,15,4,1,1,1,1,6,0,1072,2,4,0,2,4,0,86
300,45,4,0,1,0,1,5,0,929,0,1,0,0,1,0,4
2400,15,1,0,2,1,2,5,1,544,1,4,0,1,4,0,398
900,35,5,1,1,0,1,1,0,384,0,0,0,0,0,0,19
2400,55,1,1,3,1,1,5,0,419,2,2,0,2,2,0,92
2400,15,1,1,2,1,2,0,0,823,0,0,0,0,0,0,168
600,25,1,0,2,0,0,3,0,1262,5,0,0,5,0,0,59
1200,45,4,0,0,1,0,2,0,1052,1,4,0,1,4,0,49
3000,55,1,0,1,0,0,2,0,1093,1,2,0,1,2,0,89
3000,45,2,0,0,0,0,3,0,996,1,2,0,1,2,0,94
1800,55,2,0,1,2,2,5,0,766,1,2,0,1,2,0,61
2700,45,2,1,0,0,1,2,0,1006,0,2,0,0,2,0,58
300,55,2,0,1,0,0,2,0,524,2,3,0,2,3,0,9
2100,25,1,0,0,0,3,3,0,515,0,3,0,0,3,0,134
600,35,1,0,1,1,2,6,0,715,1,2,0,1,3,0,32
1800,55,2,0,3,0,1,6,0,267,2,2,0,2,2,0,65
3000,35,3,1,0,0,0,2,0,859,0,2,0,0,2,0,69
1800,55,2,1,0,1,1,0,0,468,1,2,0,1,1,0,44
2700,45,1,1,1,0,2,6,0,697,1,3,0,1,3,0,108
2400,45,3,0,0,1,2,6,0,838,3,0,0,3,0,0,102
3000,45,1,1,2,0,0,2,0,700,1,1,0,1,2,0,94
1800,35,2,1,0,0,0,6,0,309,0,0,0,0,0,0,35
2700,55,2,1,3,2,1,0,0,930,1,1,0,1,1,0,77
2100,45,2,1,1,1,0,0,0,1042,2,2,0,2,2,0,85
3000,25,4,1,2,2,1,6,0,998,0,3,0,0,3,0,174
2100,35,1,0,0,4,1,2,0,418,2,3,0,2,3,0,170
3000,25,2,0,1,0,0,2,0,433,1,2,0,1,2,0,179
1800,35,2,0,0,2,2,1,0,669,1,0,0,1,0,0,73
2400,25,1,1,0,0,0,6,0,718,1,1,0,1,1,0,110
900,35,2,0,3,0,0,5,0,839,1,3,0,1,3,0,47
2400,25,3,1,2,2,1,0,0,843,1,1,0,1,1,0,146
3000,35,1,1,2,0,0,5,0,564,2,4,0,2,4,0,208
900,25,1,0,1,1,1,4,0,1035,0,4,0,0,4,0,72
2100,55,6,0,2,1,0,1,0,1152,1,1,0,1,1,0,50
2100,25,1,0,0,1,1,6,0,539,0,1,0,0,1,0,97
1800,15,1,0,2,1,1,3,0,396,0,3,0,0,3,0,219
3000,35,4,1,1,0,0,4,0,914,3,0,0,3,0,0,150
3000,35,2,1,1,0,1,1,0,858,2,0,0,2,0,0,124
1800,45,2,1,1,2,0,4,0,1223,0,0,0,0,0,0,43
3000,45,1,0,1,0,0,2,0,1174,2,2,0,2,1,0,121
300,25,2,1,0,1,1,1,0,1040,3,3,0,3,3,0,28
300,55,1,0,0,0,1,6,0,851,1,3,0,1,3,0,8
3000,25,2,0,0,0,0,4,0,755,1,3,0,1,3,0,203
2400,25,1,0,0,1,2,0,0,838,3,0,0,3,0,0,185
300,25,2,1,0,0,1,5,0,939,2,4,0,2,4,0,26
2700,15,1,1,0,3,1,3,0,969,0,3,0,0,3,0,341
1200,25,1,0,0,0,1,6,0,855,1,3,0,1,3,0,88
300,55,1,0,0,1,1,4,0,214,1,0,0,1,0,0,5
3000,55,1,1,2,3,0,3,0,695,0,3,0,0,3,0,109
1500,25,1,1,2,1,1,6,0,616,0,2,0,0,2,0,84
1500,55,2,0,0,1,1,4,0,862,2,2,0,2,2,0,52
1200,35,1,0,0,1,0,5,0,547,4,3,0,4,3,0,102
600,15,4,0,0,2,1,4,0,805,0,1,0,0,1,0,42
2100,35,2,1,0,2,1,3,0,914,0,2,0,0,2,0,78
900,15,1,1,0,0,1,3,1,1083,1,2,0,1,2,0,86
600,25,3,1,1,0,0,1,0,904,0,1,0,0,1,0,17
1500,25,2,1,5,0,1,2,0,542,1,4,0,1,4,0,130
2700,35,3,1,2,1,0,3,0,1039,1,3,0,1,3,0,132
300,35,1,1,1,0,1,2,0,573,0,3,0,0,3,0,10
2400,15,3,1,1,1,4,6,0,993,0,2,0,0,2,0,190
300,25,2,0,0,1,0,0,0,815,1,2,0,1,2,0,18
300,25,2,1,1,0,0,0,0,493,4,3,0,4,3,0,31
1200,55,2,0,2,0,0,4,0,1191,2,1,0,2,1,0,33
1800,45,1,0,0,3,0,6,0,127,2,0,0,2,0,0,74
3000,15,1,1,0,1,4,6,0,713,3,1,0,3,1,0,428
2700,15,1,1,1,3,3,1,0,568,1,2,0,1,2,0,378
2700,15,2,1,4,1,1,0,0,423,3,1,0,3,1,0,390
600,25,2,1,0,1,0,0,0,374,0,0,0,0,0,0,20
2700,45,1,1,2,1,0,4,0,465,0,3,0,0,3,0,98
1200,55,6,0,2,0,0,6,0,992,0,2,0,0,2,0,16
1200,15,1,0,0,1,2,1,0,461,0,3,0,0,3,0,138
3000,25,1,1,1,2,0,6,0,468,2,1,0,2,1,0,226
1800,15,1,1,0,1,2,4,0,961,0,4,0,0,3,0,206
1200,55,2,1,2,0,1,2,0,757,0,2,0,0,2,0,23
3000,55,1,1,1,2,3,1,0,368,2,0,0,2,0,0,101
3000,45,1,0,1,1,1,0,0,989,1,3,0,1,3,0,139
1800,35,1,0,0,0,2,3,0,1052,1,3,0,1,3,0,98
2100,25,3,0,0,2,1,2,0,500,1,3,0,1,4,0,174
1200,45,3,1,0,0,0,2,0,456,0,1,0,1,2,0,22
2400,45,1,0,1,1,1,6,0,442,3,3,0,3,3,0,147
2100,15,1,1,0,1,2,2,0,957,2,3,0,2,3,0,318
1500,55,1,1,1,0,1,0,0,688,0,1,0,0,1,0,24
3000,35,1,1,1,0,1,1,0,498,5,3,0,5,3,0,269
3000,55,3,0,1,1,1,6,0,1191,1,1,0,1,1,0,70
1200,55,1,0,1,0,1,0,0,473,2,3,0,2,3,0,47
300,15,3,0,0,1,1,2,0,1420,1,0,0,1,0,0,23
300,45,3,0,0,0,1,2,0,821,3,1,0,3,1,0,10
300,25,2,0,1,0,0,6,0,792,0,2,0,0,2,0,13
1200,25,2,1,1,2,0,5,0,523,0,3,0,0,3,0,76
2700,15,1,1,1,0,1,3,0,923,4,2,0,4,2,0,457
1800,35,2,0,1,1,1,1,0,1111,3,0,0,3,0,0,101
2100,45,4,0,5,2,0,5,0,456,2,3,0,2,3,0,111
3000,35,3,0,0,0,2,5,0,539,1,1,0,1,1,0,93
600,45,1,1,0,2,1,3,0,552,0,4,0,0,4,0,26
300,55,1,1,0,1,1,2,0,347,1,0,0,1,0,0,5
1500,15,1,1,1,0,2,3,0,765,0,0,0,0,0,0,81
2400,15,3,1,0,1,0,0,0,793,0,3,0,0,4,0,223
2100,25,2,0,3,1,1,2,0,410,0,2,0,0,2,0,125
300,25,1,1,1,0,0,0,0,857,2,2,0,2,2,0,21
2700,55,2,1,0,0,0,1,0,868,1,1,0,1,1,0,49
900,15,2,0,0,0,0,5,0,522,2,3,0,2,3,0,120
1500,35,2,1,1,2,2,3,0,986,2,2,0,2,2,0,89
600,55,2,0,0,0,0,2,0,1012,2,2,0,2,1,0,16
2700,15,2,0,0,0,1,5,0,964,0,3,0,0,3,0,251
600,55,2,1,0,0,1,5,0,917,0,2,0,0,2,0,10
2700,45,2,1,1,4,0,5,0,1408,1,2,0,1,2,0,120
600,55,3,0,2,0,0,6,0,662,1,3,0,1,3,0,17
600,55,2,0,1,0,0,6,0,551,1,3,0,1,3,0,18
600,45,1,0,0,0,0,4,0,851,0,1,0,0,1,0,12
1500,45,3,1,1,1,1,1,0,748,0,2,0,0,2,0,35
300,55,1,0,0,1,0,6,0,966,1,2,0,1,3,0,8
1500,15,1,1,2,0,0,6,0,587,0,3,0,0,3,0,149
600,25,4,0,0,2,1,2,0,996,1,2,0,1,2,0,36
1800,45,3,1,0,0,3,5,0,652,2,2,0,2,2,0,63
1200,35,2,0,4,0,0,6,0,536,0,3,0,0,3,0,55
3000,45,2,0,0,1,0,1,0,454,1,1,0,1,1,0,88
1200,35,2,0,0,0,2,6,0,1154,5,0,0,5,0,0,83
2400,35,2,0,1,0,1,0,0,328,0,1,0,0,1,0,62
1800,15,3,0,0,1,1,3,0,738,1,1,0,1,1,0,146
2700,25,1,1,2,0,1,4,0,1097,1,2,0,1,2,0,171
3000,55,1,0,0,2,1,2,0,965,0,1,0,0,1,0,72
1800,45,1,0,0,1,0,4,0,462,0,2,0,0,2,0,55
900,55,1,1,0,0,2,4,0,353,0,0,0,0,0,0,12
2100,55,2,0,0,0,0,6,0,648,2,1,0,2,1,0,57
1500,25,1,1,0,2,1,6,0,496,0,2,0,0,2,0,86
1800,45,1,0,0,0,2,0,0,686,1,1,0,1,2,0,59
300,45,2,0,1,0,1,5,0,480,1,4,0,1,4,0,12
2400,35,2,0,0,0,0,5,1,1044,0,3,0,0,3,0,92
3000,35,1,0,1,0,2,3,0,756,0,2,0,0,3,0,128
600,55,1,0,1,1,0,0,0,769,1,2,0,1,2,0,18
600,55,2,0,0,1,1,6,0,783,3,1,0,3,1,0,21
300,25,2,0,1,0,0,3,0,1051,1,2,0,1,2,0,17
2100,15,2,1,0,2,0,1,0,1031,0,4,0,0,4,0,256
2100,15,1,1,0,0,1,5,0,606,3,1,0,3,1,0,261
2400,35,2,0,1,1,0,0,0,700,1,1,0,1,1,0,94
300,25,2,0,1,0,1,0,0,909,0,0,0,0,0,0,9
600,15,3,0,1,0,2,1,0,533,2,4,0,2,4,0,92
2400,45,4,1,1,0,0,2,0,1383,0,0,0,0,0,0,39
2400,15,4,1,1,0,1,5,0,962,4,3,0,4,3,0,386
3000,35,1,1,2,0,1,3,0,1087,0,3,0,0,3,0,130
1500,55,3,1,0,2,2,1,0,440,2,3,0,2,4,0,61
2100,55,4,1,0,0,0,6,0,741,2,2,0,2,2,0,52
1500,55,1,1,0,1,0,5,0,519,0,1,0,0,1,0,26
600,15,2,1,2,0,1,5,0,704,1,1,0,1,1,0,47
1800,35,1,1,1,0,1,1,0,883,0,1,0,0,1,0,47
900,35,1,1,0,0,2,5,0,977,3,2,0,4,2,0,58
1200,15,2,1,0,0,1,5,0,621,0,1,0,0,1,0,56
1200,25,1,1,0,2,0,1,0,478,2,1,0,2,1,0,86
600,15,1,0,0,1,0,5,0,838,1,3,0,1,3,0,79
1200,45,3,1,1,2,1,2,0,388,1,0,0,1,0,0,38
1200,15,1,0,0,1,1,5,0,874,0,4,0,0,4,0,157
300,45,4,1,0,0,0,0,0,377,0,0,0,0,0,0,4
3000,25,1,1,0,5,0,5,0,1050,1,1,0,1,1,0,238
2100,15,2,0,1,1,0,5,0,322,2,1,0,2,1,0,243
1500,15,2,1,1,0,3,1,0,461,0,2,0,0,2,0,112
1200,45,1,1,1,1,1,2,0,448,1,3,0,1,3,0,52
1800,25,1,1,2,2,3,2,0,451,2,1,0,2,1,0,149
1200,35,3,1,0,0,0,6,0,428,2,2,0,2,2,0,50
900,45,1,1,2,1,1,4,0,842,0,1,0,0,1,0,22
3000,15,3,0,4,0,0,3,1,1197,0,0,0,0,0,0,191
900,45,2,0,2,1,0,4,0,1407,1,2,0,1,2,0,33
300,45,2,1,1,0,1,1,1,804,1,2,0,1,2,0,8
3000,25,1,1,0,2,1,2,0,1087,1,2,0,1,2,0,214
1200,45,2,0,0,1,2,5,0,980,2,4,0,2,4,0,67
900,45,4,0,1,0,1,3,0,987,1,2,0,1,1,0,21
600,15,1,1,0,0,0,3,0,439,0,2,0,0,2,0,43
2400,45,2,1,0,1,0,0,0,780,0,2,0,0,2,0,59
2700,55,1,0,0,2,7,2,0,1013,1,1,0,1,1,0,91
3000,55,2,1,1,0,0,3,0,1006,0,4,0,0,4,0,85
1800,45,2,0,1,4,0,2,0,932,0,1,0,0,1,0,62
1500,35,2,0,0,0,1,3,0,546,0,1,0,0,1,0,36
2100,35,1,0,0,1,0,1,0,1006,5,1,0,5,1,0,166
2100,45,3,1,0,2,1,2,0,340,0,0,0,1,0,0,55
2100,25,1,1,1,4,2,3,0,704,0,0,0,0,1,0,125
900,25,2,0,1,1,1,4,0,510,0,3,0,0,3,0,57
1200,25,1,1,0,1,1,0,0,745,2,2,0,2,3,0,99
900,35,1,0,0,2,1,3,0,563,0,3,0,0,3,0,46
2700,45,1,0,1,2,1,1,0,547,0,3,0,0,3,0,114
3000,15,2,0,0,2,1,2,0,354,3,0,0,3,0,0,416
2700,25,1,1,1,1,1,0,0,999,2,3,0,2,3,0,248
3000,25,2,1,1,2,0,3,0,1019,0,2,0,0,2,0,162
1200,45,2,0,3,1,1,5,0,1105,2,3,0,2,4,0,68
600,25,1,1,2,0,1,5,0,590,0,2,0,0,2,0,29
2100,25,1,0,5,1,1,4,0,909,0,2,0,0,2,0,148
3000,25,1,0,0,0,1,6,0,430,0,3,0,0,3,0,183
1200,25,2,1,1,1,2,6,0,224,0,1,0,0,1,0,46
300,35,2,0,1,0,1,2,0,635,2,1,0,2,1,0,11
900,15,1,0,1,2,2,5,0,592,0,1,0,0,1,0,84
2100,45,2,1,0,0,1,2,0,805,0,1,0,0,1,0,32
3000,55,2,0,1,0,0,0,0,665,1,1,0,1,1,0,66
2700,45,2,0,0,3,1,5,0,935,1,3,0,1,3,0,132
900,45,2,1,0,0,0,4,1,1099,0,2,0,0,2,0,18
2100,45,5,0,0,2,1,5,0,1032,0,1,0,0,1,0,48
1200,25,2,0,1,3,3,0,0,644,2,1,0,2,2,0,109
600,35,2,0,2,0,0,1,0,912,2,2,0,2,2,0,30
3000,55,2,0,0,2,2,4,0,529,0,1,0,0,1,0,66
3000,35,1,1,1,0,1,0,0,798,1,1,0,1,1,0,107
2100,15,1,1,1,1,0,0,0,729,1,1,0,1,1,0,194
2100,35,2,1,0,2,0,6,0,729,1,2,0,1,2,0,96
300,15,2,1,1,0,0,3,0,440,1,2,0,1,1,0,23
1500,35,2,1,1,1,0,2,0,514,2,2,0,2,2,0,79
300,35,2,0,1,0,0,1,0,1140,0,0,0,0,0,0,5
2400,45,2,1,2,1,0,4,0,468,2,0,0,2,0,0,88
3000,45,5,0,0,1,1,1,0,817,0,1,0,0,1,0,58
1800,15,5,1,1,0,1,1,0,452,5,3,0,5,3,0,311
2400,45,1,1,0,2,0,1,0,476,1,4,0,1,4,0,122
1800,15,1,0,0,0,1,3,0,969,4,3,0,4,4,0,361
900,35,2,0,3,0,0,2,0,1165,1,2,0,1,2,0,40
2700,25,1,0,1,0,1,3,0,558,2,2,0,2,2,0,216
600,45,2,1,0,0,1,5,0,1010,1,1,0,1,1,0,13
1500,35,3,0,0,2,1,6,0,545,1,3,0,1,3,0,82
300,55,1,0,0,1,0,4,0,383,0,0,0,0,0,0,3
2100,35,1,1,2,2,0,2,0,983,2,2,0,2,2,0,132
1800,15,1,1,1,0,1,1,0,611,0,3,0,0,3,0,174
300,25,2,1,0,0,0,4,0,1060,3,2,0,3,2,0,23
300,35,1,1,1,0,1,0,0,162,1,0,0,1,0,0,8
